DSSTox_RID	DSSTox_CID	DSSTox_Generic_SID	DSSTox_FileID	STRUCTURE_Formula	STRUCTURE_MolecularWeight	STRUCTURE_ChemicalType	STRUCTURE_TestedForm_DefinedOrganic	STRUCTURE_Shown	TestSubstance_ChemicalName	TestSubstance_CASRN	TestSubstance_Description	ChemicalNote	STRUCTURE_ChemicalName_IUPAC	STRUCTURE_SMILES	STRUCTURE_Parent_SMILES	STRUCTURE_InChI	STRUCTURE_InChIKey	StudyType	Endpoint	Species	ChemicalReplicateCount	ChemClass_MRDD_grouping	TherapeuticCategory	Dose_MRDD_mg	Dose_MRDD_mmol	LOGINV_MRDD_mmol	ActivityScore_FDAMDD	ActivityCategory_MRDD_mmol	ActivityCategory_MCASE_mg	Note_FDAMDD			
23599	1282	21282	1059_FDAMDD_v3b	C8H15N3O7	265.2206	defined organic	parent	tested chemical	Streptozocin	18883-66-4	single chemical compound	stereochem	2-deoxy-2-({[methyl(nitroso)amino]carbonyl}amino)-alpha-D-glucopyranose	[C@@H]1(NC(N(N=O)C)=O)[C@H]([C@H](O)[C@H](O[C@@H]1O)CO)O	[C@@H]1(NC(N(N=O)C)=O)[C@H]([C@H](O)[C@H](O[C@@H]1O)CO)O	"InChI=1/C8H15N3O7/c1-11(10-17)8(16)9-4-6(14)5(13)3(2-12)18-7(4)15/h3-7,12-15H,2H2,1H3,(H,9,16)/t3-,4-,5-,6-,7+/m1/s1/f/h9H"	ZSJLQEPLLKMAKR-CQRXUCDYDU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antineoplastic	108	0.407208188	0.390183498	16	Low	Low	form of drug administered not known; tetraacetate [18977-95-2]			
23600	3600	23600	1060_FDAMDD_v3b	C21H22N2O2	334.4116	defined organic	parent	tested chemical	Strychnine	57-24-9	single chemical compound	stereochem	strychnidin-10-one	[C@@H]12C=6CN7[C@@H](C1)[C@@]4([C@@H]3[C@@H]2[C@H](CC(N3c5ccccc45)=O)OCC=6)CC7	[C@@H]12C=6CN7[C@@H](C1)[C@@]4([C@@H]3[C@@H]2[C@H](CC(N3c5ccccc45)=O)OCC=6)CC7	"InChI=1/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1"	QMGVPVSNSZLJIA-FVWCLLPLBR	Clinical Reports 	Maximum Recommended Daily Dose	human	1		rat poison	0.7	0.002093229	2.679183294	41	Moderate	High	form of drug administered not known; dimer sulfate [60-41-3]; HCl [1421-86-9]; nitrate [66-32-0]; glycerophosphate [1323-31-5]; N-oxide [7248-28-4]; phosphate [509-42-2]			
23601	3601	23601	1061_FDAMDD_v3b	C4H6O4S2	182.21804	defined organic	parent	tested chemical	Succimer	304-55-2	single chemical compound		"2,3-dimercaptobutanedioic acid"	OC(=O)C(S)C(S)C(O)=O	OC(=O)C(S)C(S)C(O)=O	"InChI=1/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)/f/h5,7H"	ACTRVOBWPAIOHC-AOTPWWKUCD	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antidote for heavy metal poisoning; radioactive imaging agent	10	0.054879308	1.260591371	25	Low-Moderate	Low	form of drug administered not known			
23602	3602	23602	1062_FDAMDD_v3b	C4H6O4	118.088	defined organic	parent	tested chemical	Succinic acid	110-15-6	single chemical compound		butanedioic acid	C(O)(=O)CCC(O)=O	C(O)(=O)CCC(O)=O	"InChI=1/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/f/h5,7H"	KDYFGRWQOYBRFD-AOTPWWKUCA	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiulcerative	100	0.846826096	0.072205767	12	Low	Low	form of drug administered not known			
23603	3603	23603	1063_FDAMDD_v3b	C14H30Cl2N2O4	361.305	defined organic	salt 2Cl	tested chemical	Succinylcholine	71-27-2	single chemical compound	ammonium; parent [306-40-1]	"2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium) dichloride"	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	"InChI=1/C14H30N2O4.2ClH/c1-15(2,3)9-11-19-13(17)7-8-14(18)20-12-10-16(4,5)6;;/h7-12H2,1-6H3;2*1H/q+2;;/p-2/fC14H30N2O4.2Cl/h;2*1h/qm;2*-1"	YOEWQQVKRJEPAE-ZKCONWRWCU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		skeletal muscle relaxant	1.1	0.003044519	2.516481287	39	Moderate	High	form of drug administered not known			
23604	3604	23604	1064_FDAMDD_v3b	C22H30N2O2S	386.5508	defined organic	parent	tested chemical	Sufentanil	56030-54-7	single chemical compound		N-{4-[(methyloxy)methyl]-1-[2-(2-thienyl)ethyl]piperidin-4-yl}-N-phenylpropanamide	C3=CC=CC(N(C(=O)CC)C2(COC)CCN(CCC1SC=CC=1)CC2)=C3	C3=CC=CC(N(C(=O)CC)C2(COC)CCN(CCC1SC=CC=1)CC2)=C3	"InChI=1/C22H30N2O2S/c1-3-21(25)24(19-8-5-4-6-9-19)22(18-26-2)12-15-23(16-13-22)14-11-20-10-7-17-27-20/h4-10,17H,3,11-16,18H2,1-2H3"	GGCSSNBKKAUURC-UHFFFAOYAS	Clinical Reports 	Maximum Recommended Daily Dose	human	1		narcotic analgesic	0.025	6.46746E-05	4.189266568	58	High	High	form of drug administered not known			
23605	3605	23605	1065_FDAMDD_v3b	C8H11NO5S	233.24164	defined organic	parent	tested chemical	Sulbactam	68373-14-8	single chemical compound	stereochem	"(2S,5R)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide"	C1C(=O)N2C1S(=O)(=O)C(C)(C)C2C(=O)O	C1C(=O)N2C1S(=O)(=O)C(C)(C)C2C(=O)O	"InChI=1/C8H11NO5S/c1-8(2)6(7(11)12)9-4(10)3-5(9)15(8,13)14/h5-6H,3H2,1-2H3,(H,11,12)/t5-,6+/m1/s1/f/h11H"	FKENQMMABCRJMK-XUSGLBLMDH	Clinical Reports 	Maximum Recommended Daily Dose	human	1		combination to form antibacterial	66.7	0.285969521	0.543680253	17	Low	Low	form of drug administered not known			
23606	3606	23606	1066_FDAMDD_v3b	C12H14N4O3S	294.32956	defined organic	parent	tested chemical	Sulfacytine	17784-12-2	single chemical compound		"4-amino-N-(1-ethyl-2-oxo-1,2-dihydropyrimidin-4-yl)benzenesulfonamide"	C2=CC(NS(=O)(=O)C1=CC=C(N)C=C1)=NC(=O)N2CC	C2=CC(NS(=O)(=O)C1=CC=C(N)C=C1)=NC(=O)N2CC	"InChI=1/C12H14N4O3S/c1-2-16-8-7-11(14-12(16)17)15-20(18,19)10-5-3-9(13)4-6-10/h3-8H,2,13H2,1H3,(H,14,15,17)/f/h15H"	SIBQAECNSSQUOD-YAQRNVERCY	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	16.7	0.056739119	1.24611741	25	Low-Moderate	Low	form of drug administered not known			
23607	3607	23607	1067_FDAMDD_v3b	C12H14N4O4S	310.32896	defined organic	parent	tested chemical	Sulfadimethoxine	122-11-2	single chemical compound		"4-amino-N-[2,6-bis(methyloxy)pyrimidin-4-yl]benzenesulfonamide"	C2=C(N)C=CC(S(=O)(=O)NC1=CC(OC)=NC(OC)=N1)=C2	C2=C(N)C=CC(S(=O)(=O)NC1=CC(OC)=NC(OC)=N1)=C2	"InChI=1/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)/f/h16H"	ZZORFUFYDOWNEF-WYUMXYHSCR	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	33.3	0.107305486	0.969378072	22	Low	Low	form of drug administered not known			
23608	3608	23608	1068_FDAMDD_v3b	C12H14N4O4S	310.32896	defined organic	parent	tested chemical	Sulfadoxine	2447-57-6	single chemical compound		"4-amino-N-[5,6-bis(methyloxy)pyrimidin-4-yl]benzenesulfonamide"	C2=C(N)C=CC(S(=O)(=O)NC1=C(OC)C(OC)=NC=N1)=C2	C2=C(N)C=CC(S(=O)(=O)NC1=C(OC)C(OC)=NC=N1)=C2	"InChI=1/C12H14N4O4S/c1-19-10-11(14-7-15-12(10)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)/f/h16H"	PJSFRIWCGOHTNF-WYUMXYHSCN	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	25	0.080559674	1.093882297	23	Low	Low	form of drug administered not known			
23609	3609	23609	1069_FDAMDD_v3b	C7H10N4O2S	214.2449	defined organic	parent	tested chemical	Sulfaguanidine	57-67-0	single chemical compound		4-amino-N-[amino(imino)methyl]benzenesulfonamide	C1=C(N)C=CC(S(=O)(=O)NC(N)=N)=C1	C1=C(N)C=CC(S(=O)(=O)NC(N)=N)=C1	"InChI=1/C7H10N4O2S/c8-5-1-3-6(4-2-5)14(12,13)11-7(9)10/h1-4H,8H2,(H4,9,10,11)/f/h9,11H,10H2"	BRBKOPJOKNSWSG-ZMZQLXLHCN	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	20	0.093351114	1.029880497	23	Low	Low	form of drug administered not known			
23610	3610	23610	1070_FDAMDD_v3b	C12H15N5O3S	309.3442	defined organic	parent	tested chemical	Sulfaguanole	27031-08-9	single chemical compound	tautomers	"4-amino-N-{[(4,5-dimethyl-1,3-oxazol-2-yl)amino](imino)methyl}benzenesulfonamide"	C2=C(N)C=CC(S(=O)(=O)NC(=N)NC1OC(C)=C(C)N=1)=C2	C2=C(N)C=CC(S(=O)(=O)NC(=N)NC1OC(C)=C(C)N=1)=C2	"InChI=1/C12H15N5O3S/c1-7-8(2)20-12(15-7)16-11(14)17-21(18,19)10-5-3-9(13)4-6-10/h3-6H,13H2,1-2H3,(H3,14,15,16,17)/f/h14,16-17H"	IJZUQDQOAFUFJY-DNYHJGITCI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	40	0.129305802	0.888381986	21	Low	Low	form of drug administered not known			
23611	3611	23611	1071_FDAMDD_v3b	C11H12N4O3S	280.30298	defined organic	parent	tested chemical	Sulfamethoxypyridazine	80-35-3	single chemical compound		4-amino-N-[6-(methyloxy)pyridazin-3-yl]benzenesulfonamide	O=S(=O)(Nc1ccc(OC)nn1)c2ccc(N)cc2	O=S(=O)(Nc1ccc(OC)nn1)c2ccc(N)cc2	"InChI=1/C11H12N4O3S/c1-18-11-7-6-10(13-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)/f/h15H"	VLYWMPOKSSWJAL-YAQRNVERCI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	25	0.089189205	1.049687706	23	Low	Low	form of drug administered not known			
23612	3612	23612	1072_FDAMDD_v3b	C11H12N4O2S	264.30358	defined organic	parent	tested chemical	Sulfamerazine	127-79-7	single chemical compound		4-amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide	N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC(C)=CC=N2	N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC(C)=CC=N2	"InChI=1/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)/f/h15H"	QPPBRPIAZZHUNT-YAQRNVERCL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	66.7	0.252361319	0.597977212	18	Low	Low	form of drug administered not known			
23613	3613	23613	1073_FDAMDD_v3b	C11H12N4O3S	280.30298	defined organic	parent	tested chemical	Sulfameter	651-06-9	single chemical compound		4-amino-N-[5-(methyloxy)pyrimidin-2-yl]benzenesulfonamide	N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC=C(OC)C=N2	N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC=C(OC)C=N2	"InChI=1/C11H12N4O3S/c1-18-9-6-13-11(14-7-9)15-19(16,17)10-4-2-8(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)/f/h15H"	GPTONYMQFTZPKC-YAQRNVERCC	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	25	0.089189205	1.049687706	23	Low	Low	form of drug administered not known			
23614	1290	21290	1074_FDAMDD_v3b	C12H14N4O2S	278.3302	defined organic	parent	tested chemical	Sulfamethazine	57-68-1	single chemical compound		"4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide"	O=S(=O)(C1=CC=C(C=C1)N)NC2=NC(=CC(=N2)C)C	O=S(=O)(C1=CC=C(C=C1)N)NC2=NC(=CC(=N2)C)C	"InChI=1/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)/f/h16H"	ASWVTGNCAZCNNR-WYUMXYHSCK	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	50	0.179642741	0.745590327	19	Low	Low	form of drug administered not known			
23615	3615	23615	1075_FDAMDD_v3b	C9H10N4O2S2	270.3313	defined organic	parent	tested chemical	Sulfamethizole	144-82-1	single chemical compound		"4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide"	N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NN=C(C)S2	N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NN=C(C)S2	"InChI=1/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)/f/h13H"	VACCAVUAMIDAGB-NDKGDYFDCM	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	66.7	0.246734285	0.607770499	18	Low	Low	form of drug administered not known			
23616	3616	23616	1076_FDAMDD_v3b	C12H14N4O3S	294.32956	defined organic	parent	tested chemical	Sulfamethomidine	3772-76-7	single chemical compound		4-amino-N-[2-methyl-6-(methyloxy)pyrimidin-4-yl]benzenesulfonamide	C2=C(N)C=CC(S(=O)(=O)NC1=CC(OC)=NC(C)=N1)=C2	C2=C(N)C=CC(S(=O)(=O)NC1=CC(OC)=NC(C)=N1)=C2	"InChI=1/C12H14N4O3S/c1-8-14-11(7-12(15-8)19-2)16-20(17,18)10-5-3-9(13)4-6-10/h3-7H,13H2,1-2H3,(H,14,15,16)/f/h16H"	QKLSCPPJEVXONT-WYUMXYHSCH	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	33.3	0.113138483	0.946389648	22	Low	Low	form of drug administered not known			
23617	3617	23617	1077_FDAMDD_v3b	C11H13N3O3S	267.30422	defined organic	parent	tested chemical	Sulfamoxole	729-99-7	single chemical compound		"4-amino-N-(4,5-dimethyl-1,3-oxazol-2-yl)benzenesulfonamide"	C2=C(N)C=CC(S(=O)(=O)NC1OC(C)=C(C)N=1)=C2	C2=C(N)C=CC(S(=O)(=O)NC1OC(C)=C(C)N=1)=C2	"InChI=1/C11H13N3O3S/c1-7-8(2)17-11(13-7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6H,12H2,1-2H3,(H,13,14)/f/h14H"	CYFLXLSBHQBMFT-YHMJCDSICT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	33.3	0.124577158	0.904561582	21	Low	Low	form of drug administered not known			
23618	3618	23618	1078_FDAMDD_v3b	C23H20N2O3S	404.4815	defined organic	parent	tested chemical	Sulfinpyrazone	57-96-5	single chemical compound		"1,2-diphenyl-4-[2-(phenylsulfinyl)ethyl]pyrazolidine-3,5-dione"	C4=CC=C(N3C(=O)C(CCS(=O)C1=CC=CC=C1)C(=O)N3C2=CC=CC=C2)C=C4	C4=CC=C(N3C(=O)C(CCS(=O)C1=CC=CC=C1)C(=O)N3C2=CC=CC=C2)C=C4	"InChI=1/C23H20N2O3S/c26-22-21(16-17-29(28)20-14-8-3-9-15-20)23(27)25(19-12-6-2-7-13-19)24(22)18-10-4-1-5-11-18/h1-15,21H,16-17H2"	MBGGBVCUIVRRBF-UHFFFAOYAF	Clinical Reports 	Maximum Recommended Daily Dose	human	1		uricosuric	13.3	0.032881603	1.483047022	28	Low-Moderate	Low	form of drug administered not known			
23619	1292	21292	1079_FDAMDD_v3b	C11H13N3O3S	267.3042	defined organic	parent	tested chemical	Sulfisoxazole	127-69-5	single chemical compound		"4-amino-N-(3,4-dimethylisoxazol-5-yl)benzenesulfonamide"	C2=C(N)C=CC(S(=O)(=O)NC1ON=C(C)C=1C)=C2	C2=C(N)C=CC(S(=O)(=O)NC1ON=C(C)C=1C)=C2	"InChI=1/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3"	NHUHCSRWZMLRLA-UHFFFAOYAP	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 2	Sulfisoxazole	antibacterial	66.7	0.24952844	0.602879949	18	Low	Low	form of drug administered not known			
23620	3620	23620	1080_FDAMDD_v3b	C13H15N3O4S	309.3409	defined organic	parent	tested chemical	Sulfisoxazole acetal	80-74-0	single chemical compound		"N-[(4-aminophenyl)sulfonyl]-N-(3,4-dimethylisoxazol-5-yl)acetamide"	C2=C(N)C=CC(S(=O)(=O)N(C1ON=C(C)C=1C)C(=O)C)=C2	C2=C(N)C=CC(S(=O)(=O)N(C1ON=C(C)C=1C)C(=O)C)=C2	"InChI=1/C13H15N3O4S/c1-8-9(2)15-20-13(8)16(10(3)17)21(18,19)12-6-4-11(14)5-7-12/h4-7H,14H2,1-3H3"	JFNWFXVFBDDWCX-UHFFFAOYAM	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 2	Sulfisoxazole	antibacterial	66.7	0.215619726	0.666311511	19	Low	Low	form of drug administered not known			
23621	3621	23621	1081_FDAMDD_v3b	C20H8Br4Na2O10S2	837.99706	defined organic	salt 2Na	tested chemical	Sulfobromophthalein	71-67-0	single chemical compound	parent [297-83-6]	"disodium 3,3'-(4,5,6,7-tetrabromo-3-oxo-1,3-dihydro-2-benzofuran-1,1-diyl)bis(6-hydroxybenzenesulfonate)"	[Na+].[Na+].[O-]S(=O)(=O)c1cc(ccc1O)C3(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S([O-])(=O)=O	OS(=O)(=O)c1cc(ccc1O)C3(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S(O)(=O)=O	"InChI=1/C20H10Br4O10S2.2Na/c21-15-13-14(16(22)18(24)17(15)23)20(34-19(13)27,7-1-3-9(25)11(5-7)35(28,29)30)8-2-4-10(26)12(6-8)36(31,32)33;;/h1-6,25-26H,(H,28,29,30)(H,31,32,33);;/q;2*+1/p-2/fC20H8Br4O10S2.2Na/q-2;2m"	GHAFORRTMVIXHS-WLGYWUDYCZ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		diagnostic aid	5	0.005966608	2.224272491	36	Moderate	Low	form of drug administered not known			
23622	17615	37615	1082_FDAMDD_v3b	C12H14N4O4NS	310.329	defined organic	parent	tested chemical	Sulfonamide CS61	1230-33-7	single chemical compound		"4-amino-N-(3,6-dimethoxypyridazin-4-yl)benzenesulfonamide"	O=S(C1=CC=C(N)C=C1)(NC2=C(OC)N=NC(OC)=C2)=O	O=S(C1=CC=C(N)C=C1)(NC2=C(OC)N=NC(OC)=C2)=O	"InChI=1/C12H14N4O4S/c1-19-11-7-10(12(20-2)15-14-11)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,16)/f/h16H"	HSPPDULLZBLHRE-WYUMXYHSCO	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	50	0.161119328	0.792852358	20	Low	Low	form of drug administered not known			
23623	3623	23623	1083_FDAMDD_v3b	C14H14N2Na2O6S3	448.4453	defined organic	salt 2Na	tested chemical	Sulfoxone	144-75-2	single chemical compound		"disodium [sulfonylbis(benzene-4,1-diylimino)]dimethanesulfinate"	[Na+].[Na+].[O-]S(=O)CNc1ccc(cc1)S(=O)(=O)c2ccc(NCS([O-])=O)cc2	OS(=O)CNc1ccc(cc1)S(=O)(=O)c2ccc(NCS(O)=O)cc2	"InChI=1/C14H16N2O6S3.2Na/c17-23(18)9-15-11-1-5-13(6-2-11)25(21,22)14-7-3-12(4-8-14)16-10-24(19)20;;/h1-8,15-16H,9-10H2,(H,17,18)(H,19,20);;/q;2*+1/p-2/fC14H14N2O6S3.2Na/q-2;2m"	AZBNFLZFSZDPQF-ISJFMEIJCV	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	5	0.011149632	1.952739472	33	Moderate	Low	form of drug administered not known			
23624	3624	23624	1084_FDAMDD_v3b	C20H17FO3S	356.4105832	defined organic	parent	tested chemical	Sulindac	38194-50-2	single chemical compound	stereochem	[(1E)-5-fluoro-2-methyl-1-{[4-(methylsulfinyl)phenyl]methylidene}-1H-inden-3-yl]acetic acid	C3=C(S(C)=O)C=CC(C=C1C(C)=C(CC(O)=O)C2=C1C=CC(F)=C2)=C3	C3=C(S(C)=O)C=CC(C=C1C(C)=C(CC(O)=O)C2=C1C=CC(F)=C2)=C3	"InChI=1/C20H17FO3S/c1-12-17(9-13-3-6-15(7-4-13)25(2)24)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9+/f/h22H"	MLKXDPUZXIRXEP-VHKGTHMQDT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anti inflammatory	6.67	0.018714371	1.727824758	30	Moderate	Low	form of drug administered not known			
23625	1256	21256	1085_FDAMDD_v3b	C18H14N4O5S	398.3926	defined organic	parent	tested chemical	"Sulphasalazine, N-"	599-79-1	single chemical compound		2-hydroxy-5-[(E)-{4-[(pyridin-2-ylamino)sulfonyl]phenyl}diazenyl]benzoic acid	C3=CC=CC(NS(=O)(=O)C2=CC=C(N=NC1=CC=C(O)C(C(O)=O)=C1)C=C2)=N3	C3=CC=CC(NS(=O)(=O)C2=CC=C(N=NC1=CC=C(O)C(C(O)=O)=C1)C=C2)=N3	"InChI=1/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,23H,(H,19,22)(H,24,25)/b21-20+/f/h22,24H"	NCEXYHBECQHGNR-VRAPHGCZDS	Clinical Reports 	Maximum Recommended Daily Dose	human	1		treatment of ulcerative colitis and Crohn's disease	133	0.333841542	0.476459622	16	Low	Low	form of drug administered not known			
23626	3626	23626	1086_FDAMDD_v3b	C10H14N2O4S2	290.35916	defined organic	parent	tested chemical	Sulthiame	61-56-3	single chemical compound		"4-(1,1-dioxido-1,2-thiazinan-2-yl)benzenesulfonamide"	C2CCCN(C1=CC=C(S(N)(=O)=O)C=C1)S2(=O)=O	C2CCCN(C1=CC=C(S(N)(=O)=O)C=C1)S2(=O)=O	"InChI=1/C10H14N2O4S2/c11-18(15,16)10-5-3-9(4-6-10)12-7-1-2-8-17(12,13)14/h3-6H,1-2,7-8H2,(H2,11,15,16)/f/h11H2"	HMHVCUVYZFYAJI-QMLCPYSLCB	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anticonvulsant	10	0.034440105	1.462935531	28	Low-Moderate	Low	form of drug administered not known			
23627	3627	23627	1087_FDAMDD_v3b	C17H26N2O4S	354.46434	defined organic	parent	tested chemical	Sultopride	53583-79-2	single chemical compound		N-[(1-ethylpyrrolidin-2-yl)methyl]-5-(ethylsulfonyl)-2-(methyloxy)benzamide	C2(C(=O)NCC1CCCN1CC)=CC(S(=O)(=O)CC)=CC=C2OC	C2(C(=O)NCC1CCCN1CC)=CC(S(=O)(=O)CC)=CC=C2OC	"InChI=1/C17H26N2O4S/c1-4-19-10-6-7-13(19)12-18-17(20)15-11-14(24(21,22)5-2)8-9-16(15)23-3/h8-9,11,13H,4-7,10,12H2,1-3H3,(H,18,20)/f/h18H"	UNRHXEPDKXPRTM-GPQMBLKYCW	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antidepressant	20	0.056423165	1.248542555	25	Low-Moderate	Low	form of drug administered not known			
23628	3628	23628	1088_FDAMDD_v3b	C14H21N3O2S	295.40044	defined organic	parent	tested chemical	Sumatriptan	103628-46-2	single chemical compound		1-{3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}-N-methylmethanesulfonamide	C1=C(CS(=O)(=O)NC)C=C2C(=C1)NC=C2CCN(C)C	C1=C(CS(=O)(=O)NC)C=C2C(=C1)NC=C2CCN(C)C	"InChI=1/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3"	KQKPFRSPSRPDEB-UHFFFAOYAF	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antimigraine	0.2	0.000677047	3.169381142	47	High-Moderate	High	form of drug administered not known			
23629	3629	23629	1089_FDAMDD_v3b	C35H42N2O11	666.71478	defined organic	parent	tested chemical	Syrosingopine	84-36-6	single chemical compound	stereochem	"methyl (3beta,16beta,17alpha,18beta,20alpha)-18-({[4-{[(ethyloxy)carbonyl]oxy}-3,5-bis(methyloxy)phenyl]carbonyl}oxy)-11,17-bis(methyloxy)yohimban-16-carboxylate"	CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]4C[C@@H]5CN6CC\C3=C(\Nc2cc(OC)ccc23)[C@H]6C[C@@H]5[C@H](C(=O)OC)[C@H]4OC	CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]4C[C@@H]5CN6CC\C3=C(\Nc2cc(OC)ccc23)[C@H]6C[C@@H]5[C@H](C(=O)OC)[C@H]4OC	"InChI=1/C35H42N2O11/c1-7-46-35(40)48-31-26(42-3)12-18(13-27(31)43-4)33(38)47-28-14-19-17-37-11-10-22-21-9-8-20(41-2)15-24(21)36-30(22)25(37)16-23(19)29(32(28)44-5)34(39)45-6/h8-9,12-13,15,19,23,25,28-29,32,36H,7,10-11,14,16-17H2,1-6H3/t19-,23+,25-,28-,29+,32+/m1/s1"	ZCDNRPPFBQDQHR-SSYATKPKBX	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	0.05	7.49946E-05	4.124970079	57	High	High	form of drug administered not known			
23630	3630	23630	1090_FDAMDD_v3b	C11H16N2O3	224.25634	defined organic	parent	tested chemical	Talbutal	115-44-6	single chemical compound		"5-(1-methylpropyl)-5-prop-2-en-1-ylpyrimidine-2,4,6(1H,3H,5H)-trione"	C1(=O)C(CC=C)(C(C)CC)C(=O)NC(=O)N1	C1(=O)C(CC=C)(C(C)CC)C(=O)NC(=O)N1	"InChI=1/C11H16N2O3/c1-4-6-11(7(3)5-2)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)/f/h12-13H"	BJVVMKUXKQHWJK-BAINRFMOCS	Clinical Reports 	Maximum Recommended Daily Dose	human	1		sedative; hypnotic	3.33	0.014849079	1.828300496	32	Moderate	Moderate	form of drug administered not known			
